flight_number,date,STD,ATD,destination,aircraft,airline,airline_code,STD_minutes,ATD_minutes,departure_delay,scheduled_hour,day_of_week,is_weekend,delay_category,is_peak_hour,route_type
SG9598,2025-08-18,08:30,08:47,Ahmedabad (AMD),A321,SpiceJet,"('SG', 'SpiceJet', 0.12)",510,527,17,8,0,False,Minor Delay,True,Domestic
6E2244,2025-08-18,14:00,14:06,Kolkata (CCU),A320,IndiGo,"('6E', 'IndiGo', 0.4)",840,846,6,14,0,False,On Time,False,Domestic
UK3595,2025-08-18,18:00,18:33,Delhi (DEL),A321,Vistara,"('UK', 'Vistara', 0.1)",1080,1113,33,18,0,False,Major Delay,True,Domestic
SG2865,2025-08-18,14:15,14:26,Delhi (DEL),A320,SpiceJet,"('SG', 'SpiceJet', 0.12)",855,866,11,14,0,False,On Time,False,Domestic
6E2574,2025-08-18,06:00,06:26,Delhi (DEL),A350,IndiGo,"('6E', 'IndiGo', 0.4)",360,386,26,6,0,False,Minor Delay,True,Domestic
AI8321,2025-08-18,19:15,19:37,Bengaluru (BLR),A350,Air India,"('AI', 'Air India', 0.3)",1155,1177,22,19,0,False,Minor Delay,True,Domestic
QP1242,2025-08-18,06:30,07:16,Delhi (DEL),B777,Akasa Air,"('QP', 'Akasa Air', 0.03)",390,436,46,6,0,False,Major Delay,True,Domestic
QP8683,2025-08-18,08:30,08:57,Bengaluru (BLR),B738,Akasa Air,"('QP', 'Akasa Air', 0.03)",510,537,27,8,0,False,Minor Delay,True,Domestic
6E5347,2025-08-18,14:00,14:06,Chennai (MAA),B777,IndiGo,"('6E', 'IndiGo', 0.4)",840,846,6,14,0,False,On Time,False,Domestic
SG7339,2025-08-18,13:30,13:37,Delhi (DEL),B777,SpiceJet,"('SG', 'SpiceJet', 0.12)",810,817,7,13,0,False,On Time,False,Domestic
6E1168,2025-08-18,15:45,15:52,Chennai (MAA),A320,IndiGo,"('6E', 'IndiGo', 0.4)",945,952,7,15,0,False,On Time,False,Domestic
6E9119,2025-08-18,10:30,11:03,Delhi (DEL),A321,IndiGo,"('6E', 'IndiGo', 0.4)",630,663,33,10,0,False,Major Delay,False,Domestic
AI2417,2025-08-18,11:00,11:19,Kolkata (CCU),B737,Air India,"('AI', 'Air India', 0.3)",660,679,19,11,0,False,Minor Delay,False,Domestic
AI3176,2025-08-18,14:45,14:46,Hyderabad (HYD),B787,Air India,"('AI', 'Air India', 0.3)",885,886,1,14,0,False,On Time,False,Domestic
QP6477,2025-08-18,21:15,21:35,Ahmedabad (AMD),B787,Akasa Air,"('QP', 'Akasa Air', 0.03)",1275,1295,20,21,0,False,Minor Delay,False,Domestic
AI1081,2025-08-18,10:00,10:16,Delhi (DEL),B738,Air India,"('AI', 'Air India', 0.3)",600,616,16,10,0,False,Minor Delay,False,Domestic
IX3045,2025-08-18,12:15,12:42,Chennai (MAA),A350,Air India Express,"('IX', 'Air India Express', 0.05)",735,762,27,12,0,False,Minor Delay,False,Domestic
6E1280,2025-08-18,23:15,23:20,Hyderabad (HYD),B777,IndiGo,"('6E', 'IndiGo', 0.4)",1395,1400,5,23,0,False,On Time,False,Domestic
AI1580,2025-08-18,18:15,19:14,Delhi (DEL),B737,Air India,"('AI', 'Air India', 0.3)",1095,1154,59,18,0,False,Major Delay,True,Domestic
UK8948,2025-08-18,12:45,12:57,Jaipur (JAI),A320,Vistara,"('UK', 'Vistara', 0.1)",765,777,12,12,0,False,On Time,False,Domestic
6E7871,2025-08-18,10:45,11:05,Delhi (DEL),B738,IndiGo,"('6E', 'IndiGo', 0.4)",645,665,20,10,0,False,Minor Delay,False,Domestic
AI7418,2025-08-18,18:15,18:32,Pune (PNQ),A350,Air India,"('AI', 'Air India', 0.3)",1095,1112,17,18,0,False,Minor Delay,True,Domestic
6E3533,2025-08-18,09:15,09:36,Chennai (MAA),B787,IndiGo,"('6E', 'IndiGo', 0.4)",555,576,21,9,0,False,Minor Delay,True,Domestic
6E8265,2025-08-18,09:30,10:04,Pune (PNQ),B738,IndiGo,"('6E', 'IndiGo', 0.4)",570,604,34,9,0,False,Major Delay,True,Domestic
6E8244,2025-08-18,20:45,21:14,Bengaluru (BLR),B787,IndiGo,"('6E', 'IndiGo', 0.4)",1245,1274,29,20,0,False,Minor Delay,True,Domestic
AI3521,2025-08-18,06:15,06:34,Delhi (DEL),B737,Air India,"('AI', 'Air India', 0.3)",375,394,19,6,0,False,Minor Delay,True,Domestic
6E8775,2025-08-18,14:45,14:45,Jaipur (JAI),B777,IndiGo,"('6E', 'IndiGo', 0.4)",885,885,0,14,0,False,Early,False,Domestic
AI1484,2025-08-18,14:45,14:53,Bengaluru (BLR),B777,Air India,"('AI', 'Air India', 0.3)",885,893,8,14,0,False,On Time,False,Domestic
6E9793,2025-08-18,09:45,09:52,Hyderabad (HYD),B737,IndiGo,"('6E', 'IndiGo', 0.4)",585,592,7,9,0,False,On Time,True,Domestic
AI3549,2025-08-19,08:45,09:16,Bengaluru (BLR),B787,Air India,"('AI', 'Air India', 0.3)",525,556,31,8,1,False,Major Delay,True,Domestic
AI2913,2025-08-19,11:00,11:05,Chennai (MAA),B777,Air India,"('AI', 'Air India', 0.3)",660,665,5,11,1,False,On Time,False,Domestic
AI8275,2025-08-19,07:45,08:28,Delhi (DEL),B777,Air India,"('AI', 'Air India', 0.3)",465,508,43,7,1,False,Major Delay,True,Domestic
6E3294,2025-08-19,09:15,09:36,Bengaluru (BLR),B737,IndiGo,"('6E', 'IndiGo', 0.4)",555,576,21,9,1,False,Minor Delay,True,Domestic
AI5705,2025-08-19,10:00,10:14,Pune (PNQ),A321,Air India,"('AI', 'Air India', 0.3)",600,614,14,10,1,False,On Time,False,Domestic
UK6341,2025-08-19,15:30,15:32,Delhi (DEL),B777,Vistara,"('UK', 'Vistara', 0.1)",930,932,2,15,1,False,On Time,False,Domestic
AI9566,2025-08-19,12:45,12:45,Delhi (DEL),A321,Air India,"('AI', 'Air India', 0.3)",765,765,0,12,1,False,Early,False,Domestic
6E6426,2025-08-19,12:00,12:17,Pune (PNQ),ATR72,IndiGo,"('6E', 'IndiGo', 0.4)",720,737,17,12,1,False,Minor Delay,False,Domestic
AI5147,2025-08-19,05:15,05:19,Delhi (DEL),A350,Air India,"('AI', 'Air India', 0.3)",315,319,4,5,1,False,On Time,False,Domestic
SG6248,2025-08-19,16:45,16:45,Bengaluru (BLR),B777,SpiceJet,"('SG', 'SpiceJet', 0.12)",1005,1005,0,16,1,False,Early,False,Domestic
6E9288,2025-08-19,18:15,18:26,Hyderabad (HYD),B738,IndiGo,"('6E', 'IndiGo', 0.4)",1095,1106,11,18,1,False,On Time,True,Domestic
6E1851,2025-08-19,08:45,09:15,Chennai (MAA),ATR72,IndiGo,"('6E', 'IndiGo', 0.4)",525,555,30,8,1,False,Minor Delay,True,Domestic
6E7774,2025-08-19,20:00,20:11,Chennai (MAA),ATR72,IndiGo,"('6E', 'IndiGo', 0.4)",1200,1211,11,20,1,False,On Time,True,Domestic
6E5340,2025-08-19,11:15,11:43,Hyderabad (HYD),B777,IndiGo,"('6E', 'IndiGo', 0.4)",675,703,28,11,1,False,Minor Delay,False,Domestic
UK4585,2025-08-19,20:15,20:15,Ahmedabad (AMD),A350,Vistara,"('UK', 'Vistara', 0.1)",1215,1215,0,20,1,False,Early,True,Domestic
QP5849,2025-08-19,20:00,20:37,Cochin (COK),B787,Akasa Air,"('QP', 'Akasa Air', 0.03)",1200,1237,37,20,1,False,Major Delay,True,Domestic
6E5374,2025-08-19,16:15,16:41,Delhi (DEL),A320,IndiGo,"('6E', 'IndiGo', 0.4)",975,1001,26,16,1,False,Minor Delay,False,Domestic
QP3782,2025-08-19,17:30,18:07,Delhi (DEL),B777,Akasa Air,"('QP', 'Akasa Air', 0.03)",1050,1087,37,17,1,False,Major Delay,True,Domestic
UK9034,2025-08-19,19:00,19:26,Bengaluru (BLR),B787,Vistara,"('UK', 'Vistara', 0.1)",1140,1166,26,19,1,False,Minor Delay,True,Domestic
IX6522,2025-08-19,21:45,22:21,Kolkata (CCU),B787,Air India Express,"('IX', 'Air India Express', 0.05)",1305,1341,36,21,1,False,Major Delay,False,Domestic
AI6694,2025-08-19,11:45,11:54,Chennai (MAA),B737,Air India,"('AI', 'Air India', 0.3)",705,714,9,11,1,False,On Time,False,Domestic
6E2271,2025-08-19,17:30,17:41,Cochin (COK),A320,IndiGo,"('6E', 'IndiGo', 0.4)",1050,1061,11,17,1,False,On Time,True,Domestic
AI4350,2025-08-19,12:00,12:17,Bengaluru (BLR),B738,Air India,"('AI', 'Air India', 0.3)",720,737,17,12,1,False,Minor Delay,False,Domestic
6E2554,2025-08-19,17:45,18:21,Bengaluru (BLR),B737,IndiGo,"('6E', 'IndiGo', 0.4)",1065,1101,36,17,1,False,Major Delay,True,Domestic
6E2434,2025-08-19,05:15,05:31,Delhi (DEL),B737,IndiGo,"('6E', 'IndiGo', 0.4)",315,331,16,5,1,False,Minor Delay,False,Domestic
6E9280,2025-08-19,20:00,20:31,Kolkata (CCU),A350,IndiGo,"('6E', 'IndiGo', 0.4)",1200,1231,31,20,1,False,Major Delay,True,Domestic
SG7803,2025-08-19,19:00,19:22,Chennai (MAA),A350,SpiceJet,"('SG', 'SpiceJet', 0.12)",1140,1162,22,19,1,False,Minor Delay,True,Domestic
6E5860,2025-08-19,22:45,23:10,Pune (PNQ),ATR72,IndiGo,"('6E', 'IndiGo', 0.4)",1365,1390,25,22,1,False,Minor Delay,False,Domestic
AI2642,2025-08-19,15:15,15:25,Kolkata (CCU),ATR72,Air India,"('AI', 'Air India', 0.3)",915,925,10,15,1,False,On Time,False,Domestic
6E9936,2025-08-19,18:00,18:25,Delhi (DEL),ATR72,IndiGo,"('6E', 'IndiGo', 0.4)",1080,1105,25,18,1,False,Minor Delay,True,Domestic
6E3699,2025-08-19,21:30,21:40,Dubai (DXB),ATR72,IndiGo,"('6E', 'IndiGo', 0.4)",1290,1300,10,21,1,False,On Time,False,International
SG3083,2025-08-19,06:00,06:35,Bengaluru (BLR),B787,SpiceJet,"('SG', 'SpiceJet', 0.12)",360,395,35,6,1,False,Major Delay,True,Domestic
6E9567,2025-08-19,18:00,18:14,Hyderabad (HYD),A350,IndiGo,"('6E', 'IndiGo', 0.4)",1080,1094,14,18,1,False,On Time,True,Domestic
IX8397,2025-08-19,19:30,19:54,Jaipur (JAI),B777,Air India Express,"('IX', 'Air India Express', 0.05)",1170,1194,24,19,1,False,Minor Delay,True,Domestic
AI7474,2025-08-19,09:15,09:52,Pune (PNQ),ATR72,Air India,"('AI', 'Air India', 0.3)",555,592,37,9,1,False,Major Delay,True,Domestic
6E5152,2025-08-19,20:45,21:17,Hyderabad (HYD),A321,IndiGo,"('6E', 'IndiGo', 0.4)",1245,1277,32,20,1,False,Major Delay,True,Domestic
SG2857,2025-08-19,13:30,13:45,Delhi (DEL),B777,SpiceJet,"('SG', 'SpiceJet', 0.12)",810,825,15,13,1,False,On Time,False,Domestic
6E7777,2025-08-19,12:15,12:31,Cochin (COK),B787,IndiGo,"('6E', 'IndiGo', 0.4)",735,751,16,12,1,False,Minor Delay,False,Domestic
UK1730,2025-08-19,05:15,05:17,Jaipur (JAI),A350,Vistara,"('UK', 'Vistara', 0.1)",315,317,2,5,1,False,On Time,False,Domestic
IX8152,2025-08-19,05:45,05:53,Delhi (DEL),B787,Air India Express,"('IX', 'Air India Express', 0.05)",345,353,8,5,1,False,On Time,False,Domestic
UK8212,2025-08-19,15:45,15:50,Bangkok (BKK),B777,Vistara,"('UK', 'Vistara', 0.1)",945,950,5,15,1,False,On Time,False,International
AI2245,2025-08-19,16:45,16:50,Cochin (COK),B738,Air India,"('AI', 'Air India', 0.3)",1005,1010,5,16,1,False,On Time,False,Domestic
AI8172,2025-08-19,23:30,23:42,Hyderabad (HYD),B777,Air India,"('AI', 'Air India', 0.3)",1410,1422,12,23,1,False,On Time,False,Domestic
AI9702,2025-08-19,22:15,22:27,Bengaluru (BLR),A320,Air India,"('AI', 'Air India', 0.3)",1335,1347,12,22,1,False,On Time,False,Domestic
AI2994,2025-08-19,06:45,06:55,Delhi (DEL),ATR72,Air India,"('AI', 'Air India', 0.3)",405,415,10,6,1,False,On Time,True,Domestic
6E8960,2025-08-19,21:15,21:20,Bengaluru (BLR),A350,IndiGo,"('6E', 'IndiGo', 0.4)",1275,1280,5,21,1,False,On Time,False,Domestic
6E2095,2025-08-19,12:15,12:27,Bengaluru (BLR),A320,IndiGo,"('6E', 'IndiGo', 0.4)",735,747,12,12,1,False,On Time,False,Domestic
6E7114,2025-08-19,12:15,12:25,Delhi (DEL),B787,IndiGo,"('6E', 'IndiGo', 0.4)",735,745,10,12,1,False,On Time,False,Domestic
AI7187,2025-08-19,23:15,23:25,Pune (PNQ),B787,Air India,"('AI', 'Air India', 0.3)",1395,1405,10,23,1,False,On Time,False,Domestic
6E7411,2025-08-19,12:00,12:00,Delhi (DEL),B787,IndiGo,"('6E', 'IndiGo', 0.4)",720,720,0,12,1,False,Early,False,Domestic
6E5586,2025-08-19,11:00,11:03,Bengaluru (BLR),A350,IndiGo,"('6E', 'IndiGo', 0.4)",660,663,3,11,1,False,On Time,False,Domestic
6E7898,2025-08-19,22:45,23:07,Bengaluru (BLR),ATR72,IndiGo,"('6E', 'IndiGo', 0.4)",1365,1387,22,22,1,False,Minor Delay,False,Domestic
6E3620,2025-08-19,06:45,07:13,Singapore (SIN),ATR72,IndiGo,"('6E', 'IndiGo', 0.4)",405,433,28,6,1,False,Minor Delay,True,International
6E6732,2025-08-19,19:45,20:06,Dubai (DXB),ATR72,IndiGo,"('6E', 'IndiGo', 0.4)",1185,1206,21,19,1,False,Minor Delay,True,International
SG5658,2025-08-19,14:30,14:46,Goa (GOI),B738,SpiceJet,"('SG', 'SpiceJet', 0.12)",870,886,16,14,1,False,Minor Delay,False,Domestic
UK9912,2025-08-19,07:30,07:53,Kolkata (CCU),A320,Vistara,"('UK', 'Vistara', 0.1)",450,473,23,7,1,False,Minor Delay,True,Domestic
6E8260,2025-08-19,10:30,10:33,Chennai (MAA),A350,IndiGo,"('6E', 'IndiGo', 0.4)",630,633,3,10,1,False,On Time,False,Domestic
6E2801,2025-08-19,06:30,06:52,Kolkata (CCU),A320,IndiGo,"('6E', 'IndiGo', 0.4)",390,412,22,6,1,False,Minor Delay,True,Domestic
6E8871,2025-08-19,15:45,16:04,Kolkata (CCU),A350,IndiGo,"('6E', 'IndiGo', 0.4)",945,964,19,15,1,False,Minor Delay,False,Domestic
SG2972,2025-08-19,06:45,07:01,Pune (PNQ),B738,SpiceJet,"('SG', 'SpiceJet', 0.12)",405,421,16,6,1,False,Minor Delay,True,Domestic
AI7798,2025-08-19,19:45,20:27,Goa (GOI),A321,Air India,"('AI', 'Air India', 0.3)",1185,1227,42,19,1,False,Major Delay,True,Domestic
6E7914,2025-08-19,19:00,19:45,Delhi (DEL),A321,IndiGo,"('6E', 'IndiGo', 0.4)",1140,1185,45,19,1,False,Major Delay,True,Domestic
6E8030,2025-08-19,15:45,15:53,Ahmedabad (AMD),A320,IndiGo,"('6E', 'IndiGo', 0.4)",945,953,8,15,1,False,On Time,False,Domestic
6E5933,2025-08-19,14:30,14:30,Bengaluru (BLR),A350,IndiGo,"('6E', 'IndiGo', 0.4)",870,870,0,14,1,False,Early,False,Domestic
6E5797,2025-08-19,06:30,07:13,Bengaluru (BLR),A320,IndiGo,"('6E', 'IndiGo', 0.4)",390,433,43,6,1,False,Major Delay,True,Domestic
SG8355,2025-08-19,18:45,19:28,Delhi (DEL),B738,SpiceJet,"('SG', 'SpiceJet', 0.12)",1125,1168,43,18,1,False,Major Delay,True,Domestic
6E8946,2025-08-19,23:15,23:30,Delhi (DEL),B738,IndiGo,"('6E', 'IndiGo', 0.4)",1395,1410,15,23,1,False,On Time,False,Domestic
AI1981,2025-08-19,22:30,22:30,Delhi (DEL),B737,Air India,"('AI', 'Air India', 0.3)",1350,1350,0,22,1,False,Early,False,Domestic
AI9655,2025-08-19,18:15,18:41,Chennai (MAA),ATR72,Air India,"('AI', 'Air India', 0.3)",1095,1121,26,18,1,False,Minor Delay,True,Domestic
6E6303,2025-08-19,14:15,14:15,Ahmedabad (AMD),A321,IndiGo,"('6E', 'IndiGo', 0.4)",855,855,0,14,1,False,Early,False,Domestic
IX9197,2025-08-19,14:15,14:21,Goa (GOI),ATR72,Air India Express,"('IX', 'Air India Express', 0.05)",855,861,6,14,1,False,On Time,False,Domestic
SG6677,2025-08-19,23:00,23:10,Delhi (DEL),B738,SpiceJet,"('SG', 'SpiceJet', 0.12)",1380,1390,10,23,1,False,On Time,False,Domestic
6E1437,2025-08-19,05:30,05:49,Hyderabad (HYD),B738,IndiGo,"('6E', 'IndiGo', 0.4)",330,349,19,5,1,False,Minor Delay,False,Domestic
AI8001,2025-08-19,14:45,14:52,Delhi (DEL),ATR72,Air India,"('AI', 'Air India', 0.3)",885,892,7,14,1,False,On Time,False,Domestic
AI2788,2025-08-19,11:45,12:09,Hyderabad (HYD),A321,Air India,"('AI', 'Air India', 0.3)",705,729,24,11,1,False,Minor Delay,False,Domestic
UK9867,2025-08-19,11:15,11:24,Delhi (DEL),ATR72,Vistara,"('UK', 'Vistara', 0.1)",675,684,9,11,1,False,On Time,False,Domestic
AI8712,2025-08-19,14:30,14:54,Delhi (DEL),ATR72,Air India,"('AI', 'Air India', 0.3)",870,894,24,14,1,False,Minor Delay,False,Domestic
6E3637,2025-08-19,09:30,09:58,Delhi (DEL),B777,IndiGo,"('6E', 'IndiGo', 0.4)",570,598,28,9,1,False,Minor Delay,True,Domestic
SG3000,2025-08-19,17:30,17:57,Delhi (DEL),B737,SpiceJet,"('SG', 'SpiceJet', 0.12)",1050,1077,27,17,1,False,Minor Delay,True,Domestic
6E8531,2025-08-19,09:15,09:49,Chennai (MAA),A320,IndiGo,"('6E', 'IndiGo', 0.4)",555,589,34,9,1,False,Major Delay,True,Domestic
6E5058,2025-08-19,18:45,19:23,Kolkata (CCU),B738,IndiGo,"('6E', 'IndiGo', 0.4)",1125,1163,38,18,1,False,Major Delay,True,Domestic
6E8197,2025-08-19,12:15,12:36,Delhi (DEL),A320,IndiGo,"('6E', 'IndiGo', 0.4)",735,756,21,12,1,False,Minor Delay,False,Domestic
6E2166,2025-08-19,09:30,09:58,Cochin (COK),ATR72,IndiGo,"('6E', 'IndiGo', 0.4)",570,598,28,9,1,False,Minor Delay,True,Domestic
SG5902,2025-08-19,21:15,21:34,Delhi (DEL),B738,SpiceJet,"('SG', 'SpiceJet', 0.12)",1275,1294,19,21,1,False,Minor Delay,False,Domestic
6E6046,2025-08-19,07:15,07:29,Bengaluru (BLR),ATR72,IndiGo,"('6E', 'IndiGo', 0.4)",435,449,14,7,1,False,On Time,True,Domestic
6E3569,2025-08-19,08:30,08:35,Delhi (DEL),A321,IndiGo,"('6E', 'IndiGo', 0.4)",510,515,5,8,1,False,On Time,True,Domestic
AI3458,2025-08-19,19:45,20:11,Delhi (DEL),B738,Air India,"('AI', 'Air India', 0.3)",1185,1211,26,19,1,False,Minor Delay,True,Domestic
6E1309,2025-08-19,12:00,12:10,Delhi (DEL),A320,IndiGo,"('6E', 'IndiGo', 0.4)",720,730,10,12,1,False,On Time,False,Domestic
6E7611,2025-08-19,07:45,08:20,Bengaluru (BLR),B737,IndiGo,"('6E', 'IndiGo', 0.4)",465,500,35,7,1,False,Major Delay,True,Domestic
IX6445,2025-08-19,09:15,09:45,Bengaluru (BLR),A350,Air India Express,"('IX', 'Air India Express', 0.05)",555,585,30,9,1,False,Minor Delay,True,Domestic
AI2810,2025-08-19,23:30,23:39,Bengaluru (BLR),A320,Air India,"('AI', 'Air India', 0.3)",1410,1419,9,23,1,False,On Time,False,Domestic
UK7586,2025-08-19,14:15,14:53,Delhi (DEL),A320,Vistara,"('UK', 'Vistara', 0.1)",855,893,38,14,1,False,Major Delay,False,Domestic
6E5684,2025-08-19,06:15,06:28,Delhi (DEL),ATR72,IndiGo,"('6E', 'IndiGo', 0.4)",375,388,13,6,1,False,On Time,True,Domestic
AI5577,2025-08-19,07:00,07:22,Delhi (DEL),A350,Air India,"('AI', 'Air India', 0.3)",420,442,22,7,1,False,Minor Delay,True,Domestic
6E7346,2025-08-19,15:30,15:36,Kolkata (CCU),ATR72,IndiGo,"('6E', 'IndiGo', 0.4)",930,936,6,15,1,False,On Time,False,Domestic
AI4643,2025-08-19,15:00,15:20,Kolkata (CCU),B787,Air India,"('AI', 'Air India', 0.3)",900,920,20,15,1,False,Minor Delay,False,Domestic
6E4553,2025-08-19,12:15,12:56,Chennai (MAA),A320,IndiGo,"('6E', 'IndiGo', 0.4)",735,776,41,12,1,False,Major Delay,False,Domestic
6E6960,2025-08-19,22:45,22:53,Pune (PNQ),B787,IndiGo,"('6E', 'IndiGo', 0.4)",1365,1373,8,22,1,False,On Time,False,Domestic
6E6621,2025-08-19,21:15,21:22,Goa (GOI),B777,IndiGo,"('6E', 'IndiGo', 0.4)",1275,1282,7,21,1,False,On Time,False,Domestic
AI7193,2025-08-19,12:15,12:30,Kolkata (CCU),B777,Air India,"('AI', 'Air India', 0.3)",735,750,15,12,1,False,On Time,False,Domestic
AI1265,2025-08-19,07:45,08:16,Delhi (DEL),B777,Air India,"('AI', 'Air India', 0.3)",465,496,31,7,1,False,Major Delay,True,Domestic
SG3559,2025-08-19,07:15,07:34,Kolkata (CCU),A350,SpiceJet,"('SG', 'SpiceJet', 0.12)",435,454,19,7,1,False,Minor Delay,True,Domestic
6E5904,2025-08-19,12:45,12:59,Kolkata (CCU),ATR72,IndiGo,"('6E', 'IndiGo', 0.4)",765,779,14,12,1,False,On Time,False,Domestic
6E3382,2025-08-19,14:00,14:07,Goa (GOI),B787,IndiGo,"('6E', 'IndiGo', 0.4)",840,847,7,14,1,False,On Time,False,Domestic
SG1193,2025-08-19,11:45,11:45,Ahmedabad (AMD),B738,SpiceJet,"('SG', 'SpiceJet', 0.12)",705,705,0,11,1,False,Early,False,Domestic
AI1935,2025-08-19,06:15,06:47,Kolkata (CCU),A321,Air India,"('AI', 'Air India', 0.3)",375,407,32,6,1,False,Major Delay,True,Domestic
6E6264,2025-08-19,08:15,08:40,Kolkata (CCU),A350,IndiGo,"('6E', 'IndiGo', 0.4)",495,520,25,8,1,False,Minor Delay,True,Domestic
SG4065,2025-08-19,13:00,13:18,Delhi (DEL),B777,SpiceJet,"('SG', 'SpiceJet', 0.12)",780,798,18,13,1,False,Minor Delay,False,Domestic
6E1521,2025-08-19,23:45,23:45,Chennai (MAA),B787,IndiGo,"('6E', 'IndiGo', 0.4)",1425,1425,0,23,1,False,Early,False,Domestic
6E7503,2025-08-19,06:30,06:38,Delhi (DEL),B777,IndiGo,"('6E', 'IndiGo', 0.4)",390,398,8,6,1,False,On Time,True,Domestic
AI5626,2025-08-19,13:00,13:19,Chennai (MAA),ATR72,Air India,"('AI', 'Air India', 0.3)",780,799,19,13,1,False,Minor Delay,False,Domestic
6E4508,2025-08-19,09:30,09:51,Delhi (DEL),B777,IndiGo,"('6E', 'IndiGo', 0.4)",570,591,21,9,1,False,Minor Delay,True,Domestic
AI5906,2025-08-19,11:45,11:48,Jaipur (JAI),ATR72,Air India,"('AI', 'Air India', 0.3)",705,708,3,11,1,False,On Time,False,Domestic
AI7768,2025-08-19,20:00,20:02,Delhi (DEL),B738,Air India,"('AI', 'Air India', 0.3)",1200,1202,2,20,1,False,On Time,True,Domestic
UK3632,2025-08-19,18:45,19:22,Bengaluru (BLR),B787,Vistara,"('UK', 'Vistara', 0.1)",1125,1162,37,18,1,False,Major Delay,True,Domestic
6E7233,2025-08-19,12:45,12:55,Delhi (DEL),B737,IndiGo,"('6E', 'IndiGo', 0.4)",765,775,10,12,1,False,On Time,False,Domestic
6E9554,2025-08-19,06:45,07:08,Hyderabad (HYD),A320,IndiGo,"('6E', 'IndiGo', 0.4)",405,428,23,6,1,False,Minor Delay,True,Domestic
6E8426,2025-08-19,14:15,14:15,Kolkata (CCU),A350,IndiGo,"('6E', 'IndiGo', 0.4)",855,855,0,14,1,False,Early,False,Domestic
AI4688,2025-08-19,20:00,20:50,Delhi (DEL),ATR72,Air India,"('AI', 'Air India', 0.3)",1200,1250,50,20,1,False,Major Delay,True,Domestic
IX7844,2025-08-19,22:45,22:55,Delhi (DEL),B738,Air India Express,"('IX', 'Air India Express', 0.05)",1365,1375,10,22,1,False,On Time,False,Domestic
6E6971,2025-08-19,08:00,08:31,Goa (GOI),ATR72,IndiGo,"('6E', 'IndiGo', 0.4)",480,511,31,8,1,False,Major Delay,True,Domestic
AI3721,2025-08-19,07:15,08:02,Delhi (DEL),A320,Air India,"('AI', 'Air India', 0.3)",435,482,47,7,1,False,Major Delay,True,Domestic
SG5314,2025-08-19,08:45,09:05,Delhi (DEL),A320,SpiceJet,"('SG', 'SpiceJet', 0.12)",525,545,20,8,1,False,Minor Delay,True,Domestic
UK7603,2025-08-19,15:45,15:57,Pune (PNQ),A320,Vistara,"('UK', 'Vistara', 0.1)",945,957,12,15,1,False,On Time,False,Domestic
UK3726,2025-08-19,05:15,05:34,Kolkata (CCU),B777,Vistara,"('UK', 'Vistara', 0.1)",315,334,19,5,1,False,Minor Delay,False,Domestic
6E8994,2025-08-19,15:00,15:17,Cochin (COK),A320,IndiGo,"('6E', 'IndiGo', 0.4)",900,917,17,15,1,False,Minor Delay,False,Domestic
6E6719,2025-08-19,22:15,22:23,Delhi (DEL),A321,IndiGo,"('6E', 'IndiGo', 0.4)",1335,1343,8,22,1,False,On Time,False,Domestic
AI6612,2025-08-19,22:30,22:40,Delhi (DEL),A320,Air India,"('AI', 'Air India', 0.3)",1350,1360,10,22,1,False,On Time,False,Domestic
6E4109,2025-08-19,16:45,17:01,Delhi (DEL),B777,IndiGo,"('6E', 'IndiGo', 0.4)",1005,1021,16,16,1,False,Minor Delay,False,Domestic
6E2075,2025-08-19,14:30,14:37,Ahmedabad (AMD),B738,IndiGo,"('6E', 'IndiGo', 0.4)",870,877,7,14,1,False,On Time,False,Domestic
6E7375,2025-08-19,12:15,12:15,Delhi (DEL),B738,IndiGo,"('6E', 'IndiGo', 0.4)",735,735,0,12,1,False,Early,False,Domestic
6E7696,2025-08-19,21:00,21:00,Jaipur (JAI),ATR72,IndiGo,"('6E', 'IndiGo', 0.4)",1260,1260,0,21,1,False,Early,False,Domestic
SG4770,2025-08-19,15:45,15:58,Chennai (MAA),ATR72,SpiceJet,"('SG', 'SpiceJet', 0.12)",945,958,13,15,1,False,On Time,False,Domestic
6E6540,2025-08-19,11:00,11:00,Chennai (MAA),A320,IndiGo,"('6E', 'IndiGo', 0.4)",660,660,0,11,1,False,Early,False,Domestic
6E7313,2025-08-19,10:45,10:57,Bengaluru (BLR),B777,IndiGo,"('6E', 'IndiGo', 0.4)",645,657,12,10,1,False,On Time,False,Domestic
6E6331,2025-08-19,17:15,18:02,Delhi (DEL),B787,IndiGo,"('6E', 'IndiGo', 0.4)",1035,1082,47,17,1,False,Major Delay,True,Domestic
AI3405,2025-08-19,09:15,10:08,Bengaluru (BLR),A320,Air India,"('AI', 'Air India', 0.3)",555,608,53,9,1,False,Major Delay,True,Domestic
AI5099,2025-08-19,05:45,05:49,Goa (GOI),B787,Air India,"('AI', 'Air India', 0.3)",345,349,4,5,1,False,On Time,False,Domestic
6E7605,2025-08-19,10:00,10:23,Bengaluru (BLR),B737,IndiGo,"('6E', 'IndiGo', 0.4)",600,623,23,10,1,False,Minor Delay,False,Domestic
UK5761,2025-08-19,18:15,18:26,Delhi (DEL),ATR72,Vistara,"('UK', 'Vistara', 0.1)",1095,1106,11,18,1,False,On Time,True,Domestic
